datetime,open,high,low,close,volume
﻿1993.04.19 00:00,169.78000,171.31000,169.44000,170.72000,2801
1993.04.20 00:00,170.76000,172.24000,170.09000,170.79000,4271
1993.04.21 00:00,170.69000,171.79000,170.05000,170.54000,3331
1993.04.22 00:00,169.84000,171.87000,168.79000,170.37000,5631
1993.04.23 00:00,172.16000,174.67000,171.64000,174.36000,3861
1993.04.26 00:00,174.63000,176.25000,174.63000,175.49000,2381
1993.04.27 00:00,174.77000,176.26000,173.79000,175.57000,4141
1993.04.28 00:00,176.17000,176.66000,174.94000,176.60000,3011
1993.04.29 00:00,176.01000,176.57000,174.94000,175.47000,2721
1993.04.30 00:00,174.58000,175.07000,173.85000,175.02000,2001
1993.05.03 00:00,174.68000,174.88000,174.68000,174.88000,201
1993.05.04 00:00,173.34000,174.22000,172.41000,172.61000,2891
1993.05.05 00:00,172.91000,173.31000,172.11000,172.58000,2071
1993.05.06 00:00,172.71000,175.57000,172.42000,173.25000,5761
1993.05.07 00:00,173.96000,175.09000,172.96000,173.63000,3931
1993.05.10 00:00,172.60000,172.75000,171.08000,171.68000,2421
1993.05.11 00:00,170.63000,172.35000,170.63000,171.47000,2601
1993.05.12 00:00,172.18000,172.61000,170.87000,171.15000,2451
1993.05.13 00:00,171.27000,171.43000,169.84000,170.04000,1951
1993.05.14 00:00,170.17000,171.24000,169.85000,170.56000,2391
1993.05.17 00:00,170.92000,171.51000,170.40000,170.77000,2071
1993.05.18 00:00,170.52000,171.20000,170.12000,170.87000,1811
1993.05.19 00:00,171.48000,172.21000,169.84000,170.71000,3971
1993.05.20 00:00,170.27000,172.23000,170.24000,172.22000,2031
1993.05.21 00:00,172.04000,172.26000,169.55000,170.12000,3501
1993.05.24 00:00,170.02000,170.25000,168.84000,169.57000,2371
1993.05.25 00:00,170.17000,170.39000,168.84000,169.05000,1981
1993.05.26 00:00,167.89000,168.61000,167.55000,168.16000,1851
1993.05.27 00:00,168.19000,168.63000,166.84000,167.29000,2681
1993.05.28 00:00,166.85000,168.24000,166.34000,167.34000,3311
1993.06.01 00:00,166.79000,167.50000,165.77000,166.07000,2741
1993.06.02 00:00,165.82000,166.70000,164.95000,165.80000,3481
1993.06.03 00:00,166.08000,166.34000,164.99000,165.16000,1781
1993.06.04 00:00,165.84000,165.98000,162.58000,162.74000,3701
1993.06.07 00:00,162.64000,163.75000,162.49000,162.84000,2321
1993.06.08 00:00,161.72000,162.20000,160.93000,161.80000,2461
1993.06.09 00:00,161.55000,162.23000,160.60000,161.17000,2881
1993.06.10 00:00,160.35000,162.18000,159.80000,161.96000,3151
1993.06.11 00:00,162.40000,163.96000,161.43000,162.11000,4771
1993.06.14 00:00,160.50000,161.32000,160.22000,160.66000,2041
1993.06.15 00:00,160.65000,161.94000,160.35000,160.51000,3041
1993.06.16 00:00,161.17000,161.55000,159.31000,160.22000,3531
1993.06.17 00:00,160.90000,162.40000,160.11000,162.13000,3351
1993.06.18 00:00,162.26000,164.26000,161.78000,164.26000,2961
1993.06.21 00:00,164.46000,166.07000,163.66000,165.25000,4031
1993.06.22 00:00,165.19000,165.76000,163.41000,163.89000,3401
1993.06.23 00:00,162.29000,163.11000,160.24000,160.50000,3951
1993.06.24 00:00,159.88000,160.78000,159.09000,160.55000,2711
1993.06.25 00:00,158.39000,158.58000,156.57000,156.76000,2391
1993.06.28 00:00,156.33000,158.95000,156.08000,158.56000,3511
1993.06.29 00:00,159.00000,161.79000,159.00000,161.01000,3571
1993.06.30 00:00,160.65000,161.19000,158.76000,159.47000,3681
1993.07.01 00:00,161.75000,162.74000,159.86000,162.74000,4771
1993.07.02 00:00,163.26000,164.21000,162.33000,163.51000,3511
1993.07.05 00:00,164.38000,165.04000,163.86000,164.61000,2131
