datetime,open,high,low,close,volume
2025.01.02 04:00,163.14200,163.18600,162.77200,162.92700,12949
2025.01.02 08:00,162.92800,162.92800,161.95800,162.30500,29523
2025.01.02 12:00,162.30500,162.54600,161.68900,161.74200,35308
2025.01.02 16:00,161.74100,161.97700,160.89500,161.73400,50719
2025.01.02 20:00,161.73500,161.80500,161.48700,161.69400,24064
2025.01.03 00:00,161.61100,161.74800,161.45000,161.48500,10664
2025.01.03 04:00,161.48500,161.71700,161.43800,161.56800,14541
2025.01.03 08:00,161.56700,161.91100,161.38100,161.81100,24835
2025.01.03 12:00,161.80900,161.98700,161.60900,161.78500,24823
2025.01.03 16:00,161.78400,162.06900,161.61900,161.84400,33867
2025.01.03 20:00,161.84500,162.20000,161.77900,162.06600,15698
2025.01.06 00:00,161.83300,162.55600,161.83300,162.53100,15935
2025.01.06 04:00,162.53200,162.80600,162.51000,162.64500,15212
2025.01.06 08:00,162.64500,163.50500,162.48600,163.33700,23439
2025.01.06 12:00,163.33800,164.01200,162.92100,163.13400,44135
2025.01.06 16:00,163.13000,163.82900,162.59100,163.60300,40745
2025.01.06 20:00,163.60300,163.80100,163.48300,163.76700,20989
2025.01.07 00:00,163.63400,164.38800,163.54800,164.33900,16026
2025.01.07 04:00,164.34000,164.37600,164.10200,164.12000,15795
2025.01.07 08:00,164.12100,164.43400,163.78800,164.32600,29810
2025.01.07 12:00,164.32500,164.54100,163.81200,163.91800,26042
2025.01.07 16:00,163.91700,164.22300,163.38100,163.47700,40863
2025.01.07 20:00,163.47400,163.49200,163.20400,163.39100,18157
2025.01.08 00:00,163.39400,163.68400,163.31400,163.53600,13788
2025.01.08 04:00,163.53600,163.80100,163.51100,163.78100,10937
2025.01.08 08:00,163.77900,163.79400,163.11600,163.20700,25811
2025.01.08 12:00,163.20500,163.38500,162.83100,163.01300,38904
2025.01.08 16:00,163.01300,163.30000,162.92700,163.22700,37287
2025.01.08 20:00,163.22600,163.50500,163.18200,163.38700,22822
2025.01.09 00:00,163.28900,163.41400,163.02900,163.07700,11622
2025.01.09 04:00,163.07700,163.12600,162.62000,162.90400,14697
2025.01.09 08:00,162.90400,163.10900,162.66600,162.91500,26485
2025.01.09 12:00,162.91500,162.94800,162.36600,162.50700,23839
2025.01.09 16:00,162.50700,162.83800,162.50700,162.80500,18036
2025.01.09 20:00,162.80500,162.90900,162.78700,162.83400,5957
2025.01.10 00:00,162.84100,162.97100,162.60500,162.90300,14523
2025.01.10 04:00,162.90400,163.10900,162.89900,162.93700,11700
2025.01.10 08:00,162.93800,163.17900,162.35900,162.66800,25118
2025.01.10 12:00,162.66800,162.94600,162.23000,162.61400,28120
2025.01.10 16:00,162.61600,162.76600,161.20100,161.52500,48310
2025.01.10 20:00,161.52500,161.77800,161.48800,161.51600,17574
2025.01.13 00:00,161.51600,161.77400,161.07100,161.24800,13515
2025.01.13 04:00,161.24400,161.46800,160.65800,160.85500,17738
2025.01.13 08:00,160.85300,161.19000,160.02800,160.13700,32418
2025.01.13 12:00,160.13800,160.67300,160.07500,160.46500,30119
2025.01.13 16:00,160.46500,160.97200,160.31300,160.75300,32217
2025.01.13 20:00,160.75400,161.32900,160.70600,161.26700,18291
2025.01.14 00:00,161.31600,161.85300,160.95800,161.34700,21324
2025.01.14 04:00,161.34800,161.74500,161.25600,161.43000,17578
2025.01.14 08:00,161.43000,162.13100,161.35100,162.02800,28419
2025.01.14 12:00,162.02800,162.12100,161.56900,161.75500,26934
2025.01.14 16:00,161.76300,162.71800,161.70900,162.68200,37666
2025.01.14 20:00,162.68000,162.83900,162.56900,162.81600,14949
2025.01.15 00:00,162.76100,162.88400,162.55300,162.63200,12439
2025.01.15 04:00,162.63200,162.69100,161.89300,161.92600,18447
2025.01.15 08:00,161.92800,162.11600,161.52700,161.71600,29085
2025.01.15 12:00,161.71800,161.90800,161.53500,161.77700,28040
2025.01.15 16:00,161.77400,161.81200,160.77000,161.01400,40266
2025.01.15 20:00,161.01400,161.11400,160.94000,160.98600,13659
